Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Corporate Lending Portfolio
On a loan outstanding basis, Scope 1 and 2 financed emissions increased year-on-year from 28.1 to 32.0 MtCO2e/y while
Scope 3 financed emissions decreased year-on-year from 137.5 to 135.1 MtCO2e/y. On a total corporate lending basis,
Scope 1 and 2 financed emissions increased year-on-year from 63.5 to 64.7 MtCO2e/y and Scope 3 financed emissions
increased year-on-year from 392.0 to 427.8 MtCO2e/y. Despite Scope 1, 2, and 3 financed emissions increasing year-onyear, Scope 1, 2 versus 3 economic",0.999,0.65,0.656,deutsche_esg.pdf,311
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
– The financed emissions figures rely on client-specific data as well as proxy emissions factors. Scope 1 and 2 clientspecific emissions data is sourced from MSCI and is always reported data from the client. Scope 3 client-specific
emissions data is sourced from MSCI and can be either reported or estimated using MSCI’s proprietary logic. Scope 1
and 2 proxy emission factors are sourced from PCAF and use the 2019 Exiobase dataset (Exiobase v3.7, base year 2015)
version as recommended by PCAF given these proxies were used ",0.047,0.65,0.534,deutsche_esg.pdf,312
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Additional information
Annual Report 2024 Table of all the datapoints deriving from other EU legislation
Disclosure requirement and related Benchmark Regulation 3 and Sustainability Statement
datapoint SFDR 1 reference 1 Pillar 3 1 reference 2 EU Climate Law 4 reference chapter
ESRS E1-6 Gross Scope 1, 2, 3 Article 449a; Regulation
and Total GHG (EU) No 575/2013;
emissions paragraph 44 Commission
Implementing Regulation Only scope 3, category 15
(EU) 2022/2453 Template material, all other not
1: Banking book – Climate material
change transition risk: Climate change – Client
Credi",0.0,0.65,0.248,deutsche_esg.pdf,396
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Financial institutions are facing increased scrutiny on climate and wider sustainability-related topics from governments,
regulators, shareholders and other bodies (including non-governmental organizations). Banks must navigate an
increasingly complex and heterogenous policy environment with challenges from certain regions to their efforts to reduce
greenhouse gas emissions, leading to accusations of unlawful practice and anti-trust violations. The Net Zero Banking
Alliance has seen the departure of U.S. peers in respons",0.0,0.64,0.426,deutsche_esg.pdf,290
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank General information
Annual Report 2024 Sustainability strategy
The comprehensive implementation of Deutsche Bank’s sustainable finance activities, along with its Policies &
Commitments constitutes the third pillar of the strategy, titled People & Own Operations. Here, Deutsche Bank’s data
and technology capabilities play a vital role. It is essential to ensure the quality, availability and standardization of
sustainability-related data. Consequently, Deutsche Bank has developed a systematic approach to capturing,
validating and aggregating data, while also exploring technology in",1.0,0.62,0.764,deutsche_esg.pdf,241
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Process to identify and assess climate-related risks: the scenarios
Deutsche Bank uses a range of scenarios from different frameworks to assess future potential financial impacts arising
from climate change. The scenarios simulate the impact of climate-physical and climate-transition risks drivers, in the
short-, medium- and long-term, and span from orderly/net-zero (underpinning the decarbonization strategy of the bank),
to disorderly transition, and hot house scenarios. The bank also uses bespoke scenarios, developed i",0.0,0.6,0.54,deutsche_esg.pdf,297
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Climate change
For Deutsche Bank, reaching net-zero by 2050 means not only living up to its responsibilities, but also capitalizing on the
business opportunities arising from the economy’s low-carbon transition. Additionally, the bank is focused on managing
climate-related risks and impacts linked to its financing and investment activities. To support these objectives,
Deutsche Bank’s ambition level includes clear, quantifiable targets — both for decarbonizing portfolios in high-carbon
emission industries and for growing",0.953,0.59,0.702,deutsche_esg.pdf,288
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Deutsche Bank has not established targets for its residential real estate portfolios which accelerate the goals made by
policy makers for Deutsche Bank’s main real estate markets but supports the decarbonization of the sector through three
main levers:
– The provision of expert advice (including on how to access government support) and logistic and financial assistance to
homeowners wishing to improve the energy efficiency of their dwellings (reflected in the section on Sustainable Finance
within the sub-chapter Private ",0.953,0.57,0.639,deutsche_esg.pdf,306
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Additional information
Annual Report 2024 Table of all the datapoints deriving from other EU legislation
Table of all the datapoints deriving from other EU legislation
The table below illustrates the datapoints in ESRS 2 and topical ESRS that derive from other EU legislation as required in
ESRS 2 Appendix B.
Disclosure requirement and related Benchmark Regulation 3 and Sustainability Statement
datapoint SFDR 1 reference 1 Pillar 3 1 reference 2 EU Climate Law 4 reference chapter
ESRS 2 GOV-1 Board's gender Commission Delegated
diversity paragraph 21 (d) Indicator number 13 of Tab",0.047,0.57,0.412,deutsche_esg.pdf,395
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank General information
Annual Report 2024 Governance
Regional Setup
The bank established ESG Heads in two of its regions, Americas and Asia-Pacific. Their mandate is to coordinate the
regional sustainability business strategy on site and to provide sustainability advisory and transaction support to the bank’s
clients. Additionally, the bank has Sustainability Coordinators in key locations in Europe (e.g., Italy and Spain), Africa/Middle
East (e.g., United Arab Emirates), South America (e.g., Brazil) and Asia-Pacific (e.g., China and Singapore) to align
sustainability initiatives and",0.993,0.56,0.802,deutsche_esg.pdf,230
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
The output of this assessment may lead to the adjustment of relevant inputs to the bank’s internal credit rating model.
In the course of 2024, a nature-risk dashboard was implemented in the credit risk systems of the bank and made available
to credit officers to support their nature-risk assessment within the credit approval process. More information on the
assessment underlying the nature-risk dashboard is included in the “Metrics and targets – Nature-related (or otherenvironmental) risks” sub-chapter of the “Climate ch",0.0,0.56,0.554,deutsche_esg.pdf,300
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
– The Group Reputational Risk Committee, a direct subcommittee of the Management Board since 2024, has the
responsibility to review, decide and manage all transactions, client relationships or other primary reputational risk
matters escalated in line with the underlying reputational risk policies and framework including sustainability-related
matters
Deutsche Bank has established a Net-Zero Forum responsible for the assessment of new lending which could have a
significant impact on the bank’s financed emissions and/or de",0.0,0.54,0.561,deutsche_esg.pdf,291
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Additional information
Annual Report 2024 List of Disclosure Requirements complied with
Standards and
disclosure
requirements Disclosure requirement description Sustainability Statement chapter page
ESRS E1-4 Targets related to climate Climate change – Client portfolios – Metrics and targets – Targets related to climate 270
change mitigation and change mitigation
adaptation
ESRS E1-6 Gross Scopes 1, 2, 3 and Total Climate change – Client portfolios – Metrics and targets – Financed Emissions: Scope 3 276
GHG emissions Category 15
ESRS G1-1 Corporate culture and Supply chain manage",0.0,0.54,0.336,deutsche_esg.pdf,391
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Financial materiality assessment
Alongside the double materiality assessment, the risk function of Deutsche Bank conducts an annual materiality
assessment to test the bank’s resilience to climate and nature risks. The output of the materiality assessment feeds into
risk management processes such as the risk inventory and is used to inform the Internal Capital Adequacy Assessment
Process (ICAAP) and therefore supports the critical climate-related assumptions made in the bank’s financial statements.
The Bank assesses these",0.0,0.52,0.318,deutsche_esg.pdf,295
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Financed Emissions: Scope 3 Category 15
ESRS E1-6
The financed emissions calculations follow the Partnership for Carbon Accounting Financials (“PCAF”) Standard as
detailed in the Methodological Notes in this section and are in line with the recommendations of the Task Force on Climaterelated Financial Disclosures (see their Guidance on Metrics, Targets, and Transition Plans).
Financed emissions calculations are based on disclosed Scope 1, 2, and 3 emissions of Deutsche Bank’s clients. Such
emission data is sourced from t",0.731,0.52,0.651,deutsche_esg.pdf,308
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Risks and Opportunities
Annual Report 2024 Opportunities
Technology, Data and Innovation
Digital Innovation offers Deutsche Bank various revenue opportunities, from increasing sales with existing customers to
acquiring new customers, by expanding the Bank’s own product portfolio and by engaging in product partnerships with
third parties, which can potentially shorten times-to-market. The Group’s global reach allows it to scale products quickly
and efficiently across geographies. At the same time, the bank’s customers will benefit from products and services being
developed and bro",0.269,0.48,0.63,deutsche_esg.pdf,90
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Non-financial risk framework
Non-Financial Risk Management has a dedicated policy on ESG Integration in the Risk Management Framework and
Operational Risk Framework Procedures detailing sustainability-related requirements for business divisions and Risk Type
Controllers. The team uses an ESG flag to identify operational risk types where key ESG risk drivers are identified in the
taxonomy.
The impacts of ESG risk drivers are assessed as part of the risk and control assessment process of relevant non-financial
risk types.
",0.0,0.46,0.389,deutsche_esg.pdf,301
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Governance information
Annual Report 2024 Public policy and regulation
Public policy and regulation
Deutsche Bank has a clearly structured framework for managing the risk of regulatory change and enhancing its profile in
policy and regulatory debates. The framework enables Deutsche Bank to engage with relevant regulatory and political
stakeholders. It also ensures informed strategic decision-making and provides oversight and control over how key
regulatory initiatives are implemented.
Governance
ESRS 2 GOV-2
Government & Public Affairs is part of Corporate & Strategy Affairs. The",0.5,0.46,0.464,deutsche_esg.pdf,372
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Disclosures pursuant to Article 8 of Regulation (EU) 2020/852 (Taxonomy Regulation)
Environmental information
Disclosures pursuant to Article 8 of Regulation (EU) 2020/852
(Taxonomy Regulation)
The EU Taxonomy Regulation EU 2020/852 is aimed to allocate funding to environmentally sustainable sectors and
support the transition toward a sustainable economy, setting out the guidelines and criteria for economic activities which
financial and non-financial undertakings can classify as environmentally sustainable. In particular, it pursues t",0.731,0.45,0.7,deutsche_esg.pdf,285
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
Climate physical risk for real estate assets
Climate physical risks for real estate assets are assessed using S&P physical exposure score data for eight hazards (coastal
flooding, riverine/fluvial flooding, tropical cyclone, extreme heat, extreme cold, wildfire, drought, and water stress) across
four scenarios (low, medium, medium-high, and high risk). To estimate the overall exposure to physical climate risks,
Deutsche Bank utilizes composite hazards scores and the medium-high risk scenario (a limited mitigation scenari",0.0,0.44,0.546,deutsche_esg.pdf,313
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Risks and Opportunities
Annual Report 2024 Risks
Environmental, social and governance
The impacts of rising global temperatures and the associated policy, technology and behavioral changes required to limit
global warming to no greater than 1.5oc above pre-industrial levels have led to emerging sources of financial and nonfinancial risks. These include the physical risk impacts from extreme weather events, and transition risks as carbonintensive sectors are faced with higher costs, potentially reduced demand and restricted access to financing. More rapid
than currently expected e",0.0,0.39,0.569,deutsche_esg.pdf,87
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank General information
Annual Report 2024 Governance
The Sustainable Finance Governance Forum is chaired by the Head of Group Sustainability. It is tasked with the
interpretation the Sustainable Finance Framework's definitions and product classifications. Members may be consulted
regarding specific sustainable finance transactions as well as clients, general or product-specific sustainable finance
criteria for selected activities or industries. If appropriate, the forum’s recommendations are submitted to either the Group
Sustainability Committee or the Group Reputational Risk Commit",0.0,0.39,0.539,deutsche_esg.pdf,229
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Governance information
Annual Report 2024 Public policy and regulation
Impact, risk and opportunity management, metrics and targets
ESRS 2 SBM-3
The bank identifies risks and opportunities coming from new regulatory developments in several ways. First, via direct
engagement with policymakers Deutsche Bank learns more about upcoming regulatory developments. Second, via
membership of the various trade associations the bank is also notified of new developments. Third, the bank monitors and
tracks new regulatory developments across key business and political hubs and shares this info",0.018,0.39,0.618,deutsche_esg.pdf,374
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
From a risk management perspective, climate change and environmental degradation physical risk drivers, may lead to the
emergence of a wide range of financial and non-financial risks. Transition risks to the bank’s portfolios may materialize in
the short-to-medium term as governments introduce ambitious climate-related targets and policies, as society adapts its
behavior, and as investor appetite for carbon intensive clients/sectors becomes more selective.
Acute and chronic physical climate and environmental risk factors",0.0,0.38,0.567,deutsche_esg.pdf,292
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Strategy
Annual Report 2024
Deutsche Bank Business segments
Corporate Bank
Corporate banking is an integral part of Deutsche Bank’s business. Corporate Bank’s capabilities in Cash Management,
Trade Finance and Lending in close collaboration with Foreign Exchange in the Investment Bank enable the business
segment to serve the core needs of its clients. As a leading bank serving multinational and German corporates domestically
and abroad (source: EUROMONEY), the Corporate Bank helps clients in optimizing their working capital and liquidity,
securing global supply chains and distrib",0.881,0.36,0.844,deutsche_esg.pdf,29
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank Risk and Capital Management
Annual Report 2024 Enterprise risk management
Portfolio concentration risk
Risk concentrations refer to clusters of the same or similar risk drivers within specific risk types (intra-risk concentrations
in credit, market, operational and strategic risks) as well as across different risk types (inter-risk concentrations). They occur
within and across counterparties, businesses, regions/countries, industries and products. The management and monitoring
of risk concentrations is achieved through a quantitative and qualitative approach, as follows:
– Intra-",0.0,0.36,0.474,deutsche_esg.pdf,144
deutsche_esg,Unknown,GHG Emissions,"Deutsche Bank General information
Annual Report 2024 Sustainable finance
Sustainable finance
The following chapter comprehensively discusses the subject of Sustainable finance. As this subject is a significant part of
the bank’s entire organization and has exposure to a variety of ESRS requirements the chapter will include all material
disclosures pertaining to the cross-cutting standard ESRS 2.
ESRS 2 MDR-P, ESRS 2 SBM-1, ESRS 2 SBM-3, ESRS 2 MDR-T, ESRS 2 MDR-M, ESRS E1-4
Sustainable finance, one of the four elements of the sustainability pillar underpinning Deutsche Bank’s Compete to Win
st",0.953,0.33,0.835,deutsche_esg.pdf,251
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Operating and financial review
Annual Report 2024 Results of operations
Noninterest expenses
2024 increase (decrease) 2023 increase (decrease)
in € m. from 2023 from 2022
(unless stated otherwise) 2024 2023 2022 in € m. in % in € m. in %
Compensation and benefits 11,731 11,131 10,712 601 5 418 4
General and administrative expenses¹ 11,243 10,112 9,728 1,131 11 384 4
Impairment of goodwill and other intangible
assets 0 233 68 (233) N/M 165 N/M
Restructuring activities (3) 220 (118) (223) N/M 338 N/M
Total noninterest expenses 22,971 21,695 20,390 1,276 6 1,305 6
N/M – Not meaningf",0.5,0.68,0.337,deutsche_esg.pdf,50
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Social Information
Annual Report 2024 Own workforce
As part of the junior employee strategy in Germany, Deutsche Bank continues to offer a diverse range of vocational training
and dual study programs, tailored to meet the specific needs of the areas within the bank. In 2024 the absolute recruiting
number is lower than in previous years due to a more focused recruitment. Hence, the share of vocational trainees in
percent of permanent employees of entities offering vocational training, decreased from 3.6% as of end of December 2023
to 3.2% as end of December 2024. The bank continue",0.982,0.68,0.548,deutsche_esg.pdf,331
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Supervisory Board
Annual Report 2024 Supervisory Board Committee experts
With regard to the disclosure requirements under European Sustainability Reporting Standards (ESRS) 2 GOV-1 21. (e) and
the definition specified therein for “independent board members”, 100% of the Supervisory Board members are
independent within the meaning of the ESRS. In the preceding financial year, there were no former members of the
Management Board on the Supervisory Board
Some members of the Supervisory Board are, or were last year, in high-ranking positions at other companies that Deutsche
Bank AG h",0.0,0.68,0.287,deutsche_esg.pdf,664
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Risk and Capital Management
Annual Report 2024 Information security
Deutsche Bank also requires a yearly mandatory information security baseline training for all employees and eligible
contractor staff. This training encompasses the content of the information security policy, the process to report security
incidents or any other security-related concerns, as well as important and current security threats. To address the latter
and to comply with internal standards, the training is updated at least on a yearly basis. For Deutsche Bank employees,
failure to complete this training a",0.0,0.66,0.269,deutsche_esg.pdf,152
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank General information
Annual Report 2024 Supply chain management
The metric calculates the ratio of total addressable spend of suppliers with ESG scores above 45 EcoVadis points or
equivalent to the total addressable spend, with a baseline of 48%. The scope prioritizes proactive engagement on
sustainability with the top 25 suppliers that have the highest impact on the overall addressable supplier spend, ensuring
relevance and manageability in achieving meaningful improvements.
Deutsche Bank collects ESG score data from EcoVadis, along with other selected rating agencies into a cent",0.047,0.59,0.505,deutsche_esg.pdf,282
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank General information
Annual Report 2024 Supply chain management
Third parties subject to further scrutiny must submit a scorecard from EcoVadis or respond to the DWS Adverse Impact
questionnaire. DWS determines the residual risk rating based on the Non-Financial Risk Management (NFRM) Grid. Based
on the result of the risk assessment DWS applies relevant Supply Chain Due Diligence Act (SCDDA) clauses
proportionately.
Supplier Code of Conduct
Acknowledgment of Deutsche Bank’s Supplier Code of Conduct is required for all new and renewed contracts, whenever
DWS spend for a supplier eq",0.0,0.58,0.497,deutsche_esg.pdf,283
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Compensation of Supervisory Board members
Annual Report 2024
Compensation of Supervisory Board members
Supervisory Board compensation is regulated in Section 14 of the Articles of Association and was last amended by
resolution of the General Meeting on May 17, 2023.
The members of the Supervisory Board receive a fixed annual compensation (“Supervisory Board Compensation”). The
amount of the annual base compensation for each Supervisory Board member is € 300,000, for the Supervisory Board
Chairman € 950,000, and for each Deputy Chairperson € 475,000.
Chairs of the committees of th",0.269,0.58,0.564,deutsche_esg.pdf,620
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Governance information
Annual Report 2024 Culture, integrity and conduct
Impact, risk and opportunity management
ESRS 2 MDR-P, ESRS 2 MDR-A , ESRS G1-1
Deutsche Bank is aware that a good corporate culture, especially business ethics, is an opportunity to establish trust,
improved performance quality, productivity, return on investment (ROI) and an increased brand value over one to five years
Furthermore, a good corporate culture provides the opportunity to increase competitive advantage with regards to client
and employee acquisition and maintenance. Such a culture concerns profe",0.0,0.56,0.404,deutsche_esg.pdf,358
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Social Information
Annual Report 2024 Own workforce
Collective bargaining coverage and social dialogue
ESRS S1-8
Deutsche Bank is committed to collective bargaining, concluding collective bargaining agreements, and amending or
refining existing agreements to comply with local laws and contribute to secure employment conditions resulting in a
positive work environment. Deutsche Bank strives for a close and constructive cooperation with employee representatives
and social partners which is characterized by mutual trust. As of December 31, 2024, Germany is the only country in the
Eu",0.731,0.53,0.747,deutsche_esg.pdf,332
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Social Information
Annual Report 2024 Own workforce
Annual total remuneration ratio
ESRS S1-16
The bank’s remuneration strategy rewards performance and contribution through an appropriate mix of fixed and variable
remuneration. An employee’s fixed pay is determined using a mix of internal fixed pay data and external market data to
ensure adherence to legislation such as minimum wage requirements and alignment with peers. Variable compensation is
awarded based on a variable compensation orientation framework and is closely linked to individual performance metrics,
such as the deli",0.731,0.53,0.672,deutsche_esg.pdf,336
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Social Information
Annual Report 2024 Own workforce
Incidents and complaints
ESRS S1-1, ESRS S1-17, ESRS G1-1, ESRS 2 SBM-3, ESRS 2 MDR-P
Deutsche Bank has a long-standing commitment to respecting human rights and has voluntarily endorsed international
standards such as the UN Guiding Principles on business and human rights. More details of Deutsche Bank’s commitment
can be found in the Deutsche Bank Group’s Statement on Human Rights, which is approved by the Management Board
and signed by the Chief Executive Officer.
Deutsche Bank integrates human rights principles into its glob",0.0,0.53,0.565,deutsche_esg.pdf,343
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Outlook
Annual Report 2024
Outlook
The following section provides an overview of Deutsche Bank’s outlook for the Group and business divisions for the
financial year 2025. The outlook for the global economy and banking industry in the following chapter reflects the Group’s
general expectations regarding future economic and industry developments. Economic assumptions used in the bank’s
models are laid out separately in the respective sections.
Global economy
The Global Economy Outlook
Economic growth (in %)¹ 2025² 2024 Main driver
Global Economy
The global economy is expected to ex",0.119,0.51,0.451,deutsche_esg.pdf,70
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Operating and financial review
Annual Report 2024 Executive summary
Operating and financial review
The following discussion and analysis should be read in conjunction with the consolidated financial statements and the
related notes. Deutsche Bank’s operating and financial review includes qualitative and quantitative disclosures on segment
results of operations and entity-wide disclosures on net revenue components as required by International Financial
Reporting Standard (IFRS) 8, “Operating Segments”. For additional business segment disclosure under IFRS 8 please refer
to Note 4 ",0.982,0.46,0.66,deutsche_esg.pdf,34
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Social Information
Annual Report 2024 Own workforce
Having an inclusive working environment with no tolerance for any form of discriminatory behaviors provides an
opportunity as it creates an improved working atmosphere which supports attracting and retaining talent. Investing in
employee initiatives presents Deutsche Bank with the opportunity for a nexus of Social Good and Good-for-Business. If
the bank failed to ensure equal treatment and opportunities and to avoid discriminatory practices for its employees this
would represent a risk, which could manifest in not meeting the ba",0.0,0.36,0.512,deutsche_esg.pdf,320
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Risks and Opportunities
Annual Report 2024 Risks
Risks and Opportunities
The following section focuses on future trends or events that may result in downside risk or upside potential from what
Deutsche Bank has anticipated in its “Outlook”.
The Group’s aspirations are subject to various external and internal factors, some of which it cannot influence. Successful
achievement of the bank’s 2025 strategic targets may be adversely impacted by reduced revenue generating capacities
of some of the bank’s core businesses should downside risks crystallize. These risks include but are not ",0.002,0.33,0.485,deutsche_esg.pdf,76
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank Risks and Opportunities
Annual Report 2024 Risks
Deferred Tax Assets
The bank recognizes deferred tax assets for future tax consequences attributable to temporary differences between the
financial statement carrying amounts of existing assets and liabilities and their respective tax bases, unused tax losses and
unused tax credits. To the extent that it is no longer probable that sufficient taxable profits will be available to allow all or
a portion of the deferred tax assets to be utilized, the bank must reduce the carrying amounts. Each quarter, the bank reevaluates its estimate",0.007,0.33,0.636,deutsche_esg.pdf,86
deutsche_esg,Unknown,Labor Practices,"Deutsche Bank General information
Annual Report 2024 Supply chain management
Risk assessment and screening of suppliers
Deutsche Bank conducts regular risk assessments of its suppliers, evaluating potential risks including sustainability and
information security. Contingency plans are in place to address potential disruption in the supply chain, ensuring continuity
of services and minimizing risks. In addition, third-party screening is performed irrespective of the materiality, inherent risk
and outsourcing classification of the service. Screening activities cover the financial stability and d",0.0,0.33,0.635,deutsche_esg.pdf,281
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank General information
Annual Report 2024 ESG due diligence
Main positions and minimum standards of environmental and social due diligence1
Enhanced due
diligence/norm
Area compliance2 Environmental and/or social principles applied
Cross-sectoral
Human rights Yes No engagement in business activities where the bank has substantiated evidence of material adverse human rights
impacts without appropriate mitigation, e.g. child and forced labor
Deforestation Yes No financing of any projects or activities that are directly linked to deforestation of primary tropical forests
World Heritage",0.269,0.77,0.548,deutsche_esg.pdf,274
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank Risk and capital performance
Annual Report 2024 Credit Risk Exposure
Dec 31, 2023
Debt Securities Repo and repo-style transactions⁷ Total
at amortized at fair value at fair value at amortized at fair value at fair value
in € m. cost⁵ through P&L through OCI⁶ cost through P&L through OCI
Agriculture, forestry and
fishing 0 0 0 0 0 0 643
Mining and quarrying 46 486 2 0 0 0 10,012
Manufacturing 0 1,481 54 0 0 0 100,783
Electricity, gas, steam
and air conditioning
supply 175 776 20 0 0 0 15,289
Water supply, sewerage,
waste management and
remediation activities 29 26 0 0 0 0 1,250
Co",0.0,0.69,0.259,deutsche_esg.pdf,177
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank Environmental information
Annual Report 2024 Climate change
For the sector-level assessment of impacts, the bank utilizes the Sector Materiality tool of the Science-Based Target
Network due to its consideration of indirect, upstream value chain impacts. The ENCORE tool is used for the assessment
of sector dependencies. For the assessment of country vulnerability, the bank uses different sources for each of the nature
loss types in its analysis. The table below reports the exposures identified as potentially vulnerable to Nature risks
according to this approach:
Loan exposure to n",0.0,0.67,0.466,deutsche_esg.pdf,314
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank Compensation of the employees (unaudited)
Annual Report 2024 Compensation decisions for 2024
Compensation decisions for 2024
Year-end considerations and decisions for 2024
All compensation decisions are made within the boundaries of regulatory requirements. These requirements form the
overarching framework for determining compensation at Deutsche Bank. In particular, management must ensure that
compensation decisions are not detrimental to maintaining the bank’s sound capital base and liquidity reserves.
In 2024, Deutsche Bank successfully navigated an environment marked by persi",0.881,0.56,0.724,deutsche_esg.pdf,638
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank General information
Annual Report 2024 Double materiality assessment
Controls and sign-off
Deutsche Bank established internal controls and a comprehensive sign-off process to ensure the robustness of its DMA
process and the adequacy of the result. For example, the bank defined clear roles and responsibilities for each process
step, applied the four-eye principle and conducted content-related and plausibility checks by the Chief Sustainability
Office. The sign-off process involves senior managers and various governance bodies of the bank to ensure adequate
oversight of the DMA res",0.119,0.51,0.376,deutsche_esg.pdf,236
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank Standalone parent company information (HGB)
Annual Report 2024 Income Statement
Income Statement
The table below provides an overview of Deutsche Bank AG’s income statement, which is followed by further information
on the individual line items.
Condensed income statement
Change
in € m. 2024 2023 in € m. in %
Interest income1 64,857 57,802 7,054 12
Current income2 1,901 2,465 (564) (23)
Total interest income 66,758 60,267 6,490 11
Interest expenses 57,357 49,811 7,546 15
Net interest income 9,401 10,456 (1,055) (10)
Commission income 9,646 8,109 1,537 19
Commission expenses 2,247 ",0.119,0.5,0.255,deutsche_esg.pdf,410
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank Notes to the consolidated financial statements
Annual Report 2024 01 – Material accounting policies and critical accounting estimates
– Stage 3 Loss Given Default (LGD) Setting for Homogeneous Portfolios: The allowance for credit losses in Stage 3 is
determined for the Group’s homogeneous portfolios by an automated process based on partially time dependent LGDs
reflecting the lower recovery expectation the longer the client is in default, thereby differentiating between secured
and unsecured exposures. The LGDs are calibrated using the Group’s loss history built up over preceding",0.007,0.43,0.501,deutsche_esg.pdf,439
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank General information
Annual Report 2024 ESG due diligence
Environmental and social due diligence
ESRS 2 MDR-P
The bank has committed itself to understand the environmental and social challenges and risks associated with a
transaction or client and has developed robust frameworks and systematic risk-based evaluation processes to manage
them. This helps the bank to prevent reputational risks and to engage with clients around environmental and social best
practices. Regarding environmental and social risks, the bank’s management process is summarized in the “Climate
change” chapter a",0.0,0.39,0.539,deutsche_esg.pdf,271
deutsche_esg,Unknown,Water & Effluents,"Deutsche Bank Notes to the consolidated financial statements
Annual Report 2024 01 – Material accounting policies and critical accounting estimates
Employee benefits
Pension benefits
The Group provides a number of pension plans. In addition to defined contribution plans, there are retirement benefit plans
accounted for as defined benefit plans. The assets of all the Group’s defined contribution plans are held in independently
administered funds. Contributions are generally determined as a percentage of salary and are expensed based on
employee services rendered, generally in the year of contri",0.982,0.38,0.738,deutsche_esg.pdf,445
intel_esg,Unknown,Biodiversity & Land Use,"C15. Biodiversity
C15.1
(C15.1) Is there board-level oversight and/or executive management-level responsibility for biodiversity-related issues within your organization?
Board-level oversight and/or executive management-level responsibility for biodiversity-related Description of oversight and objectives relating to Scope of board-level
issues biodiversity oversight
Row No, but we plan to have both within the next two years <Not Applicable> <Not Applicable>
1
C15.2
(C15.2) Has your organization made a public commitment and/or endorsed any initiatives related to biodiversity?
Indicate whether y",0.982,0.43,0.745,intel_esg.pdf,486
